"Step","RoboPianist-repertoire-150-NocturneOp9No2-v0__42__1700128439 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__42__1700128439 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__42__1700128439 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700109973.655212--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700109973.655212--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1700109973.655212--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__200__1700082506 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1700077505.1347733--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1700077505.1347733--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1700077505.1347733--baseline-no-dropQ - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1700045000.0311573--baseline-no-dropQ - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1700045000.0311573--baseline-no-dropQ - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-88-1700045000.0311573--baseline-no-dropQ - train/return__MAX","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return__MIN","RoboPianist-repertoire-150-NocturneOp9No2-v0__88__1700035476 - train/return__MAX","sacsag-NocturneOp9No2-seed-42-1699797665.8685763--relu-lr5e-4-three-head-clip - train/return","sacsag-NocturneOp9No2-seed-42-1699797665.8685763--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-NocturneOp9No2-seed-42-1699797665.8685763--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699792010.5146313--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699792010.5146313--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699792010.5146313--relu-lr5e-4-one-head-no-clip - train/return__MAX","sacsag-NocturneOp9No2-seed-200-1699760587.9709177--relu-lr5e-4-three-head-clip - train/return","sacsag-NocturneOp9No2-seed-200-1699760587.9709177--relu-lr5e-4-three-head-clip - train/return__MIN","sacsag-NocturneOp9No2-seed-200-1699760587.9709177--relu-lr5e-4-three-head-clip - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1699757746.6513517--relu-lr5e-4-one-head-no-clip - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1699757746.6513517--relu-lr5e-4-one-head-no-clip - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-200-1699757746.6513517--relu-lr5e-4-one-head-no-clip - train/return__MAX"
"1227324","","","","2073.9698920041706","2073.9698920041706","2073.9698920041706","1446.3906989844154","1446.3906989844154","1446.3906989844154","2075.0231354922926","2075.0231354922926","2075.0231354922926","2108.9729950927676","2108.9729950927676","2108.9729950927676","1433.02170010972","1433.02170010972","1433.02170010972","2175.73070006461","2175.73070006461","2175.73070006461","2173.675930971839","2173.675930971839","2173.675930971839","2179.9386325538644","2179.9386325538644","2179.9386325538644","2176.7868450691744","2176.7868450691744","2176.7868450691744"
"1228093","","","","2074.4230286872203","2074.4230286872203","2074.4230286872203","1492.946391219003","1492.946391219003","1492.946391219003","2051.816040608919","2051.816040608919","2051.816040608919","2110.3560784753427","2110.3560784753427","2110.3560784753427","1394.9634081659349","1394.9634081659349","1394.9634081659349","2176.2579629075885","2176.2579629075885","2176.2579629075885","2169.4631054983142","2169.4631054983142","2169.4631054983142","2186.868308557289","2186.868308557289","2186.868308557289","2156.401535940798","2156.401535940798","2156.401535940798"
"1228862","","","","2073.239422113712","2073.239422113712","2073.239422113712","1493.676910886248","1493.676910886248","1493.676910886248","2072.2713473872072","2072.2713473872072","2072.2713473872072","2104.6066311728587","2104.6066311728587","2104.6066311728587","1407.587590709369","1407.587590709369","1407.587590709369","2179.5842406726624","2179.5842406726624","2179.5842406726624","2172.1008642433576","2172.1008642433576","2172.1008642433576","2191.4234789228008","2191.4234789228008","2191.4234789228008","2170.144259185489","2170.144259185489","2170.144259185489"
"1229631","","","","2071.7904451345175","2071.7904451345175","2071.7904451345175","1495.7019632846084","1495.7019632846084","1495.7019632846084","2067.21559825622","2067.21559825622","2067.21559825622","2118.288972268066","2118.288972268066","2118.288972268066","1403.920854989015","1403.920854989015","1403.920854989015","2177.86008508025","2177.86008508025","2177.86008508025","2184.223949534752","2184.223949534752","2184.223949534752","2182.5803522447004","2182.5803522447004","2182.5803522447004","2175.760345650272","2175.760345650272","2175.760345650272"
"1230400","","","","2062.9162655591044","2062.9162655591044","2062.9162655591044","1491.4317052670826","1491.4317052670826","1491.4317052670826","2044.5773239964933","2044.5773239964933","2044.5773239964933","2117.169594686607","2117.169594686607","2117.169594686607","1442.5741278722808","1442.5741278722808","1442.5741278722808","2175.9076405930523","2175.9076405930523","2175.9076405930523","2185.7284545200737","2185.7284545200737","2185.7284545200737","2187.7833041608733","2187.7833041608733","2187.7833041608733","2170.123333786585","2170.123333786585","2170.123333786585"
"1231169","","","","2060.763210754588","2060.763210754588","2060.763210754588","1493.6029269423402","1493.6029269423402","1493.6029269423402","2070.343374515038","2070.343374515038","2070.343374515038","2111.818342281908","2111.818342281908","2111.818342281908","1458.1289409003855","1458.1289409003855","1458.1289409003855","2180.675014976749","2180.675014976749","2180.675014976749","2184.5695715409033","2184.5695715409033","2184.5695715409033","2177.5419398365384","2177.5419398365384","2177.5419398365384","2174.1111413302383","2174.1111413302383","2174.1111413302383"
"1231938","","","","2063.1258274647566","2063.1258274647566","2063.1258274647566","1493.6807433492597","1493.6807433492597","1493.6807433492597","2071.0347247514355","2071.0347247514355","2071.0347247514355","2111.4020325205443","2111.4020325205443","2111.4020325205443","1442.4849781978762","1442.4849781978762","1442.4849781978762","2175.8704232074965","2175.8704232074965","2175.8704232074965","2189.885391873924","2189.885391873924","2189.885391873924","2184.586763627544","2184.586763627544","2184.586763627544","2185.2664604899583","2185.2664604899583","2185.2664604899583"
"1232707","","","","2065.562009163067","2065.562009163067","2065.562009163067","1478.320880734795","1478.320880734795","1478.320880734795","2069.601346681145","2069.601346681145","2069.601346681145","2103.0397234870484","2103.0397234870484","2103.0397234870484","1412.6898586469656","1412.6898586469656","1412.6898586469656","2186.2876755814027","2186.2876755814027","2186.2876755814027","2191.077723457599","2191.077723457599","2191.077723457599","2185.4186538796685","2185.4186538796685","2185.4186538796685","2179.771564003496","2179.771564003496","2179.771564003496"
"1233476","","","","2054.670640090959","2054.670640090959","2054.670640090959","1481.8947452023965","1481.8947452023965","1481.8947452023965","2062.8680442562954","2062.8680442562954","2062.8680442562954","2104.750942467579","2104.750942467579","2104.750942467579","1453.485000723457","1453.485000723457","1453.485000723457","2183.8330074295386","2183.8330074295386","2183.8330074295386","2177.581498070237","2177.581498070237","2177.581498070237","2180.8044656897055","2180.8044656897055","2180.8044656897055","2186.1849363996535","2186.1849363996535","2186.1849363996535"
"1234245","","","","2076.1308486445528","2076.1308486445528","2076.1308486445528","1474.641399876349","1474.641399876349","1474.641399876349","2062.4890507617656","2062.4890507617656","2062.4890507617656","2107.5467427639687","2107.5467427639687","2107.5467427639687","1460.627154794974","1460.627154794974","1460.627154794974","2183.8318707909784","2183.8318707909784","2183.8318707909784","2190.551540656942","2190.551540656942","2190.551540656942","2179.109427982119","2179.109427982119","2179.109427982119","2176.12724640115","2176.12724640115","2176.12724640115"
"1235014","","","","2060.9045629308807","2060.9045629308807","2060.9045629308807","1487.336968124288","1487.336968124288","1487.336968124288","2065.4107839659882","2065.4107839659882","2065.4107839659882","2105.0788660494986","2105.0788660494986","2105.0788660494986","1463.5476485006345","1463.5476485006345","1463.5476485006345","2185.3514693283832","2185.3514693283832","2185.3514693283832","2177.2732911759276","2177.2732911759276","2177.2732911759276","2178.012419521132","2178.012419521132","2178.012419521132","2171.9430567573295","2171.9430567573295","2171.9430567573295"
"1235783","","","","2069.584622672571","2069.584622672571","2069.584622672571","1492.4490703903753","1492.4490703903753","1492.4490703903753","2071.8235174007064","2071.8235174007064","2071.8235174007064","2103.095266024327","2103.095266024327","2103.095266024327","1480.1410695731556","1480.1410695731556","1480.1410695731556","2182.5896840816613","2182.5896840816613","2182.5896840816613","2184.2201674657385","2184.2201674657385","2184.2201674657385","2187.769612063632","2187.769612063632","2187.769612063632","2180.331973923728","2180.331973923728","2180.331973923728"
"1236552","","","","2056.06449880691","2056.06449880691","2056.06449880691","1494.533054785439","1494.533054785439","1494.533054785439","2075.1423359477917","2075.1423359477917","2075.1423359477917","2098.4453071354","2098.4453071354","2098.4453071354","1493.8576647109908","1493.8576647109908","1493.8576647109908","2178.864607134822","2178.864607134822","2178.864607134822","2177.557950793441","2177.557950793441","2177.557950793441","2177.349435340772","2177.349435340772","2177.349435340772","2175.3706097301356","2175.3706097301356","2175.3706097301356"
"1237321","","","","2072.818037292692","2072.818037292692","2072.818037292692","1488.8379457543015","1488.8379457543015","1488.8379457543015","2074.385368346838","2074.385368346838","2074.385368346838","2110.65699770775","2110.65699770775","2110.65699770775","1482.875530210267","1482.875530210267","1482.875530210267","2177.9779421773","2177.9779421773","2177.9779421773","2175.369117528242","2175.369117528242","2175.369117528242","2186.728544509893","2186.728544509893","2186.728544509893","2171.324691954953","2171.324691954953","2171.324691954953"
"1238090","","","","2063.378559756039","2063.378559756039","2063.378559756039","1478.5935066588336","1478.5935066588336","1478.5935066588336","2072.966695627135","2072.966695627135","2072.966695627135","2115.7050166858517","2115.7050166858517","2115.7050166858517","1471.0915270951723","1471.0915270951723","1471.0915270951723","2179.054128348479","2179.054128348479","2179.054128348479","2170.3313432567656","2170.3313432567656","2170.3313432567656","2179.1674212380335","2179.1674212380335","2179.1674212380335","2178.000309107907","2178.000309107907","2178.000309107907"
"1238859","","","","2075.3908269077842","2075.3908269077842","2075.3908269077842","1434.8548387488368","1434.8548387488368","1434.8548387488368","2068.5703195027127","2068.5703195027127","2068.5703195027127","2111.1366807548948","2111.1366807548948","2111.1366807548948","1476.0352477215254","1476.0352477215254","1476.0352477215254","2176.9300751112883","2176.9300751112883","2176.9300751112883","2181.3274628461345","2181.3274628461345","2181.3274628461345","2189.4123869774935","2189.4123869774935","2189.4123869774935","2180.325324327503","2180.325324327503","2180.325324327503"
"1239628","","","","2063.3825086166667","2063.3825086166667","2063.3825086166667","1476.9310696092257","1476.9310696092257","1476.9310696092257","2068.1844170176237","2068.1844170176237","2068.1844170176237","2104.3015848330137","2104.3015848330137","2104.3015848330137","1490.8016486443187","1490.8016486443187","1490.8016486443187","2171.0533125050965","2171.0533125050965","2171.0533125050965","2179.0887329957827","2179.0887329957827","2179.0887329957827","2190.2502216933194","2190.2502216933194","2190.2502216933194","2182.0889301513535","2182.0889301513535","2182.0889301513535"
"1240397","","","","2060.7007730094792","2060.7007730094792","2060.7007730094792","1493.418198917111","1493.418198917111","1493.418198917111","2062.360111151594","2062.360111151594","2062.360111151594","2114.997707977041","2114.997707977041","2114.997707977041","1481.0060991216794","1481.0060991216794","1481.0060991216794","2188.6607969910056","2188.6607969910056","2188.6607969910056","2180.765165344175","2180.765165344175","2180.765165344175","2189.7738617821324","2189.7738617821324","2189.7738617821324","2176.608260257177","2176.608260257177","2176.608260257177"
"1241166","","","","2064.079511967779","2064.079511967779","2064.079511967779","1492.5975363468783","1492.5975363468783","1492.5975363468783","2057.702114279381","2057.702114279381","2057.702114279381","2117.236635877112","2117.236635877112","2117.236635877112","1480.546401517163","1480.546401517163","1480.546401517163","2179.84166915514","2179.84166915514","2179.84166915514","2187.4088995349452","2187.4088995349452","2187.4088995349452","2183.8158275619166","2183.8158275619166","2183.8158275619166","2165.6822525343036","2165.6822525343036","2165.6822525343036"
"1241935","","","","2077.3230607586584","2077.3230607586584","2077.3230607586584","1444.007180470033","1444.007180470033","1444.007180470033","2053.9169548537843","2053.9169548537843","2053.9169548537843","2109.563228242221","2109.563228242221","2109.563228242221","1477.9752470371384","1477.9752470371384","1477.9752470371384","2182.079942002308","2182.079942002308","2182.079942002308","2183.41866921769","2183.41866921769","2183.41866921769","2185.03234394506","2185.03234394506","2185.03234394506","2170.8872829582797","2170.8872829582797","2170.8872829582797"
"1242704","","","","2070.278111536896","2070.278111536896","2070.278111536896","1449.760173288318","1449.760173288318","1449.760173288318","2057.8041842117573","2057.8041842117573","2057.8041842117573","2097.8415236339592","2097.8415236339592","2097.8415236339592","1460.5569134303323","1460.5569134303323","1460.5569134303323","2175.215338872568","2175.215338872568","2175.215338872568","2185.4019010855254","2185.4019010855254","2185.4019010855254","2187.680429089061","2187.680429089061","2187.680429089061","2179.0958449569416","2179.0958449569416","2179.0958449569416"
"1243473","","","","2070.6201345761183","2070.6201345761183","2070.6201345761183","1450.670571416372","1450.670571416372","1450.670571416372","2062.586861002248","2062.586861002248","2062.586861002248","2105.8763142193843","2105.8763142193843","2105.8763142193843","1442.3318154944893","1442.3318154944893","1442.3318154944893","2177.412500165151","2177.412500165151","2177.412500165151","2194.4283177703046","2194.4283177703046","2194.4283177703046","2183.640462424539","2183.640462424539","2183.640462424539","2163.2529352505076","2163.2529352505076","2163.2529352505076"
"1244242","","","","2065.217968507077","2065.217968507077","2065.217968507077","1475.7806446317074","1475.7806446317074","1475.7806446317074","2052.2528505124733","2052.2528505124733","2052.2528505124733","2100.986505076443","2100.986505076443","2100.986505076443","1456.3061711389173","1456.3061711389173","1456.3061711389173","2175.8986674440525","2175.8986674440525","2175.8986674440525","2185.766507790875","2185.766507790875","2185.766507790875","2188.2481317034253","2188.2481317034253","2188.2481317034253","2182.439699329532","2182.439699329532","2182.439699329532"
"1245011","","","","2068.531427129361","2068.531427129361","2068.531427129361","1447.6445794398192","1447.6445794398192","1447.6445794398192","2075.3643665604504","2075.3643665604504","2075.3643665604504","1435.9167664202762","1435.9167664202762","1435.9167664202762","1456.584708780706","1456.584708780706","1456.584708780706","2179.837794757626","2179.837794757626","2179.837794757626","2190.0822872214126","2190.0822872214126","2190.0822872214126","2181.1357913153547","2181.1357913153547","2181.1357913153547","2179.36964459039","2179.36964459039","2179.36964459039"
"1245780","","","","2073.301555291282","2073.301555291282","2073.301555291282","1456.242716250417","1456.242716250417","1456.242716250417","2071.9419642691846","2071.9419642691846","2071.9419642691846","1117.3565925231196","1117.3565925231196","1117.3565925231196","1485.8290271575818","1485.8290271575818","1485.8290271575818","2181.991860733153","2181.991860733153","2181.991860733153","2179.095320502211","2179.095320502211","2179.095320502211","2193.189007134307","2193.189007134307","2193.189007134307","2177.6006543471176","2177.6006543471176","2177.6006543471176"
"1246549","","","","2073.9340570067507","2073.9340570067507","2073.9340570067507","1450.1838450950172","1450.1838450950172","1450.1838450950172","2070.6917393686244","2070.6917393686244","2070.6917393686244","1724.57259142939","1724.57259142939","1724.57259142939","1481.1633762629083","1481.1633762629083","1481.1633762629083","2183.571859148507","2183.571859148507","2183.571859148507","2186.025626588985","2186.025626588985","2186.025626588985","2177.6982224042113","2177.6982224042113","2177.6982224042113","2171.9989683888803","2171.9989683888803","2171.9989683888803"
"1247318","","","","2073.677378678941","2073.677378678941","2073.677378678941","1482.0036834516784","1482.0036834516784","1482.0036834516784","2064.0546568001832","2064.0546568001832","2064.0546568001832","1970.797394559432","1970.797394559432","1970.797394559432","1485.0340206305257","1485.0340206305257","1485.0340206305257","2178.0764944254174","2178.0764944254174","2178.0764944254174","2181.051012214736","2181.051012214736","2181.051012214736","2184.639812889237","2184.639812889237","2184.639812889237","2187.1436303185824","2187.1436303185824","2187.1436303185824"
"1248087","","","","2077.4922852886875","2077.4922852886875","2077.4922852886875","1488.4532022764743","1488.4532022764743","1488.4532022764743","2073.3859074122574","2073.3859074122574","2073.3859074122574","2043.146875322379","2043.146875322379","2043.146875322379","1480.7407614539702","1480.7407614539702","1480.7407614539702","2176.7264552470683","2176.7264552470683","2176.7264552470683","2183.9371961379243","2183.9371961379243","2183.9371961379243","2185.6066236299653","2185.6066236299653","2185.6066236299653","2174.6898094683206","2174.6898094683206","2174.6898094683206"
"1248856","","","","2078.388688125724","2078.388688125724","2078.388688125724","1471.601502697873","1471.601502697873","1471.601502697873","2067.4893521559015","2067.4893521559015","2067.4893521559015","2085.7887713206683","2085.7887713206683","2085.7887713206683","1477.57651806367","1477.57651806367","1477.57651806367","2176.4986311436064","2176.4986311436064","2176.4986311436064","2191.1094686301803","2191.1094686301803","2191.1094686301803","2194.7203026494394","2194.7203026494394","2194.7203026494394","2176.0772422962455","2176.0772422962455","2176.0772422962455"
"1249625","","","","2069.0488875220954","2069.0488875220954","2069.0488875220954","1472.6429604696339","1472.6429604696339","1472.6429604696339","2057.2391100153186","2057.2391100153186","2057.2391100153186","2095.699737152373","2095.699737152373","2095.699737152373","1485.0311505976174","1485.0311505976174","1485.0311505976174","2177.6834727106398","2177.6834727106398","2177.6834727106398","2192.792602111521","2192.792602111521","2192.792602111521","2179.229140127654","2179.229140127654","2179.229140127654","2186.1847215629973","2186.1847215629973","2186.1847215629973"
"1250394","","","","2059.889250104427","2059.889250104427","2059.889250104427","1479.1720338135874","1479.1720338135874","1479.1720338135874","2052.7514926964186","2052.7514926964186","2052.7514926964186","2106.5562780617897","2106.5562780617897","2106.5562780617897","1475.8618371345642","1475.8618371345642","1475.8618371345642","2185.2359165450703","2185.2359165450703","2185.2359165450703","2185.088868437354","2185.088868437354","2185.088868437354","2190.6932138757147","2190.6932138757147","2190.6932138757147","2166.5871260104354","2166.5871260104354","2166.5871260104354"
"1251163","","","","2078.441386286711","2078.441386286711","2078.441386286711","1478.9503355450115","1478.9503355450115","1478.9503355450115","2057.87582163101","2057.87582163101","2057.87582163101","2114.9112466539464","2114.9112466539464","2114.9112466539464","1464.4930770309431","1464.4930770309431","1464.4930770309431","2175.6158642272917","2175.6158642272917","2175.6158642272917","2185.080553167034","2185.080553167034","2185.080553167034","2191.9781356713775","2191.9781356713775","2191.9781356713775","2191.0556240021256","2191.0556240021256","2191.0556240021256"
"1251932","","","","2080.3944349162757","2080.3944349162757","2080.3944349162757","1451.6760753059561","1451.6760753059561","1451.6760753059561","2059.5551530953485","2059.5551530953485","2059.5551530953485","2109.015492190166","2109.015492190166","2109.015492190166","1447.5673524130555","1447.5673524130555","1447.5673524130555","2172.136101516156","2172.136101516156","2172.136101516156","2184.08618085262","2184.08618085262","2184.08618085262","2183.379631611796","2183.379631611796","2183.379631611796","2181.3612383024806","2181.3612383024806","2181.3612383024806"
"1252701","","","","2073.0732631214228","2073.0732631214228","2073.0732631214228","1473.1113127620642","1473.1113127620642","1473.1113127620642","2061.3213720572166","2061.3213720572166","2061.3213720572166","2120.2887333856625","2120.2887333856625","2120.2887333856625","1469.5573260537824","1469.5573260537824","1469.5573260537824","2172.9241090209157","2172.9241090209157","2172.9241090209157","2179.957040489602","2179.957040489602","2179.957040489602","2182.7895371096843","2182.7895371096843","2182.7895371096843","2184.8616709146677","2184.8616709146677","2184.8616709146677"
"1253470","","","","2067.6259298679424","2067.6259298679424","2067.6259298679424","1463.9328195896958","1463.9328195896958","1463.9328195896958","2069.898340008821","2069.898340008821","2069.898340008821","2113.361442783594","2113.361442783594","2113.361442783594","1474.0404059251262","1474.0404059251262","1474.0404059251262","2185.644305445642","2185.644305445642","2185.644305445642","2187.3148794691456","2187.3148794691456","2187.3148794691456","2181.9149048433737","2181.9149048433737","2181.9149048433737","2179.8773724888383","2179.8773724888383","2179.8773724888383"
"1254239","","","","2076.664294207584","2076.664294207584","2076.664294207584","1440.022878716479","1440.022878716479","1440.022878716479","2069.280433314179","2069.280433314179","2069.280433314179","2124.8538688301473","2124.8538688301473","2124.8538688301473","1458.4481857199182","1458.4481857199182","1458.4481857199182","2182.222033760787","2182.222033760787","2182.222033760787","2190.798314273601","2190.798314273601","2190.798314273601","2189.4869832482123","2189.4869832482123","2189.4869832482123","2186.5771797668735","2186.5771797668735","2186.5771797668735"
"1255008","","","","2068.8209470872694","2068.8209470872694","2068.8209470872694","1460.288733738523","1460.288733738523","1460.288733738523","2067.7739122661255","2067.7739122661255","2067.7739122661255","2132.248817217412","2132.248817217412","2132.248817217412","1457.5044438675254","1457.5044438675254","1457.5044438675254","2179.0019312016366","2179.0019312016366","2179.0019312016366","2174.4303977802615","2174.4303977802615","2174.4303977802615","2181.265031741215","2181.265031741215","2181.265031741215","2186.033570770151","2186.033570770151","2186.033570770151"
"1255777","","","","2062.0780128399683","2062.0780128399683","2062.0780128399683","1472.339685278432","1472.339685278432","1472.339685278432","2082.3380382977875","2082.3380382977875","2082.3380382977875","2124.550998295395","2124.550998295395","2124.550998295395","1458.9563083998887","1458.9563083998887","1458.9563083998887","2183.469805818881","2183.469805818881","2183.469805818881","2187.0218738554663","2187.0218738554663","2187.0218738554663","2185.09575094207","2185.09575094207","2185.09575094207","2183.407973686694","2183.407973686694","2183.407973686694"
"1256546","","","","2063.3739391915938","2063.3739391915938","2063.3739391915938","1484.1481827371995","1484.1481827371995","1484.1481827371995","2064.3835761503065","2064.3835761503065","2064.3835761503065","2126.002363389795","2126.002363389795","2126.002363389795","1464.94470142609","1464.94470142609","1464.94470142609","2181.397266371845","2181.397266371845","2181.397266371845","2182.3570859970614","2182.3570859970614","2182.3570859970614","2189.9902007837904","2189.9902007837904","2189.9902007837904","2181.319832031107","2181.319832031107","2181.319832031107"
"1257315","","","","2080.6655632497914","2080.6655632497914","2080.6655632497914","1476.731893316955","1476.731893316955","1476.731893316955","2078.97471800263","2078.97471800263","2078.97471800263","2121.210001848018","2121.210001848018","2121.210001848018","1447.7592799900722","1447.7592799900722","1447.7592799900722","2181.611143315116","2181.611143315116","2181.611143315116","2191.648353914261","2191.648353914261","2191.648353914261","2183.6390051796966","2183.6390051796966","2183.6390051796966","2181.358890420027","2181.358890420027","2181.358890420027"
"1258084","","","","2063.6966594649666","2063.6966594649666","2063.6966594649666","1487.7222002815636","1487.7222002815636","1487.7222002815636","2079.88398397546","2079.88398397546","2079.88398397546","2115.9078804199935","2115.9078804199935","2115.9078804199935","1453.5557262886562","1453.5557262886562","1453.5557262886562","2173.311731423389","2173.311731423389","2173.311731423389","2182.683667789324","2182.683667789324","2182.683667789324","2179.622874374315","2179.622874374315","2179.622874374315","2180.09951667955","2180.09951667955","2180.09951667955"
"1258853","","","","2067.234101746921","2067.234101746921","2067.234101746921","1487.3686196129747","1487.3686196129747","1487.3686196129747","2079.671731466022","2079.671731466022","2079.671731466022","2119.0253769239266","2119.0253769239266","2119.0253769239266","1398.8055639913016","1398.8055639913016","1398.8055639913016","2175.295185898405","2175.295185898405","2175.295185898405","2194.781459498921","2194.781459498921","2194.781459498921","2183.319360482434","2183.319360482434","2183.319360482434","2178.3519946733236","2178.3519946733236","2178.3519946733236"
"1259622","","","","2072.00736249149","2072.00736249149","2072.00736249149","1489.14618963872","1489.14618963872","1489.14618963872","2070.3764986527317","2070.3764986527317","2070.3764986527317","2117.097613985662","2117.097613985662","2117.097613985662","1428.5977059801974","1428.5977059801974","1428.5977059801974","2184.606265694296","2184.606265694296","2184.606265694296","2177.3802923419635","2177.3802923419635","2177.3802923419635","2182.4474960325156","2182.4474960325156","2182.4474960325156","2184.2585878705954","2184.2585878705954","2184.2585878705954"
"1260391","","","","2071.703383816529","2071.703383816529","2071.703383816529","1484.8080494513983","1484.8080494513983","1484.8080494513983","2072.733078520159","2072.733078520159","2072.733078520159","2114.8133099380557","2114.8133099380557","2114.8133099380557","1452.0185316954867","1452.0185316954867","1452.0185316954867","2177.5564082821534","2177.5564082821534","2177.5564082821534","2188.747077574611","2188.747077574611","2188.747077574611","2181.0819847025905","2181.0819847025905","2181.0819847025905","2173.078907063056","2173.078907063056","2173.078907063056"
"1261160","","","","2056.6678643777395","2056.6678643777395","2056.6678643777395","1487.8712696968264","1487.8712696968264","1487.8712696968264","2072.8600845771384","2072.8600845771384","2072.8600845771384","2123.5975970712443","2123.5975970712443","2123.5975970712443","1425.1797747152168","1425.1797747152168","1425.1797747152168","2182.481586155942","2182.481586155942","2182.481586155942","2177.928922103948","2177.928922103948","2177.928922103948","2192.732252190473","2192.732252190473","2192.732252190473","2181.4497866623083","2181.4497866623083","2181.4497866623083"
"1261929","","","","2077.23517612856","2077.23517612856","2077.23517612856","1482.4049328946298","1482.4049328946298","1482.4049328946298","2065.7564948410045","2065.7564948410045","2065.7564948410045","2133.29486204074","2133.29486204074","2133.29486204074","1405.9497585075846","1405.9497585075846","1405.9497585075846","2178.855886975448","2178.855886975448","2178.855886975448","2179.6166290359843","2179.6166290359843","2179.6166290359843","2185.2262931714477","2185.2262931714477","2185.2262931714477","2183.2486194985095","2183.2486194985095","2183.2486194985095"
"1262698","","","","2059.1095970497663","2059.1095970497663","2059.1095970497663","1483.3889047323687","1483.3889047323687","1483.3889047323687","2080.7357957110166","2080.7357957110166","2080.7357957110166","2128.0631601336045","2128.0631601336045","2128.0631601336045","1401.2018594949182","1401.2018594949182","1401.2018594949182","2182.0963851335023","2182.0963851335023","2182.0963851335023","2178.8155318915747","2178.8155318915747","2178.8155318915747","2179.420147898922","2179.420147898922","2179.420147898922","2174.100505204123","2174.100505204123","2174.100505204123"
"1263467","","","","2083.3617484645165","2083.3617484645165","2083.3617484645165","1469.7724351252073","1469.7724351252073","1469.7724351252073","2059.706433253249","2059.706433253249","2059.706433253249","2128.1192645811493","2128.1192645811493","2128.1192645811493","1372.098265195507","1372.098265195507","1372.098265195507","2175.4908281212142","2175.4908281212142","2175.4908281212142","2193.217256543935","2193.217256543935","2193.217256543935","2187.480162482254","2187.480162482254","2187.480162482254","2175.39670623611","2175.39670623611","2175.39670623611"
"1264236","","","","2069.2273750442832","2069.2273750442832","2069.2273750442832","1481.8449940017958","1481.8449940017958","1481.8449940017958","2065.8334288371047","2065.8334288371047","2065.8334288371047","2119.1525076081903","2119.1525076081903","2119.1525076081903","1372.0269642857918","1372.0269642857918","1372.0269642857918","2189.903203784539","2189.903203784539","2189.903203784539","2186.791847560775","2186.791847560775","2186.791847560775","2187.1645830833945","2187.1645830833945","2187.1645830833945","2181.8547296952793","2181.8547296952793","2181.8547296952793"
"1265005","","","","2073.3635287360553","2073.3635287360553","2073.3635287360553","1475.5108845675015","1475.5108845675015","1475.5108845675015","2077.7333209811845","2077.7333209811845","2077.7333209811845","2123.347273674373","2123.347273674373","2123.347273674373","1363.0403566576638","1363.0403566576638","1363.0403566576638","2185.847322792006","2185.847322792006","2185.847322792006","2188.276078260226","2188.276078260226","2188.276078260226","2187.548987186979","2187.548987186979","2187.548987186979","2173.3266130481707","2173.3266130481707","2173.3266130481707"
"1265774","","","","2066.2669701077793","2066.2669701077793","2066.2669701077793","1483.4567804796066","1483.4567804796066","1483.4567804796066","2068.486782859825","2068.486782859825","2068.486782859825","2123.7120872915866","2123.7120872915866","2123.7120872915866","1370.6189345626278","1370.6189345626278","1370.6189345626278","2174.606494046763","2174.606494046763","2174.606494046763","2179.0568932746983","2179.0568932746983","2179.0568932746983","2173.5941637020314","2173.5941637020314","2173.5941637020314","2176.434798412124","2176.434798412124","2176.434798412124"
