"Step","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-44-1699883196.667999--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-44-1699883196.667999--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-44-1699883196.667999--dipo-clipaction-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1699883171.8948--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1699883171.8948--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-43-1699883171.8948--dipo-clipaction-NocturneOp9No2 - train/return__MAX","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MIN","SAC-RoboPianist-repertoire-150-NocturneOp9No2-v0-42-1699883098.0656614--dipo-clipaction-NocturneOp9No2 - train/return__MAX"
"589823","2186.45966900837","2186.45966900837","2186.45966900837","2185.8629314251552","2185.8629314251552","2185.8629314251552","2197.089601304824","2197.089601304824","2197.089601304824"
"590592","2204.0360156188053","2204.0360156188053","2204.0360156188053","2186.362822864518","2186.362822864518","2186.362822864518","2170.0133432823973","2170.0133432823973","2170.0133432823973"
"591361","2196.806569371147","2196.806569371147","2196.806569371147","2192.5986781211145","2192.5986781211145","2192.5986781211145","2187.7150097034473","2187.7150097034473","2187.7150097034473"
"592130","2191.4069242597657","2191.4069242597657","2191.4069242597657","2179.638370288185","2179.638370288185","2179.638370288185","2190.7472503414556","2190.7472503414556","2190.7472503414556"
"592899","2174.2286943951535","2174.2286943951535","2174.2286943951535","2164.957539988319","2164.957539988319","2164.957539988319","2182.7501318514937","2182.7501318514937","2182.7501318514937"
"593668","2185.166655221819","2185.166655221819","2185.166655221819","2186.9270040192355","2186.9270040192355","2186.9270040192355","2183.8962311118034","2183.8962311118034","2183.8962311118034"
"594437","2178.44802732904","2178.44802732904","2178.44802732904","2193.287920437306","2193.287920437306","2193.287920437306","2191.0734014212353","2191.0734014212353","2191.0734014212353"
"595206","2176.5535587033587","2176.5535587033587","2176.5535587033587","2187.9673599451025","2187.9673599451025","2187.9673599451025","2199.256655327688","2199.256655327688","2199.256655327688"
"595975","2184.9048841034287","2184.9048841034287","2184.9048841034287","2175.801723593652","2175.801723593652","2175.801723593652","2191.518265322362","2191.518265322362","2191.518265322362"
"596744","2183.3293715133823","2183.3293715133823","2183.3293715133823","2190.355282458342","2190.355282458342","2190.355282458342","2192.153935342549","2192.153935342549","2192.153935342549"
"597513","2176.887377477714","2176.887377477714","2176.887377477714","2195.926915328515","2195.926915328515","2195.926915328515","2183.2335846638766","2183.2335846638766","2183.2335846638766"
"598282","2175.4693929463097","2175.4693929463097","2175.4693929463097","2182.313108565764","2182.313108565764","2182.313108565764","2194.163745359041","2194.163745359041","2194.163745359041"
"599051","2182.539289152778","2182.539289152778","2182.539289152778","2191.8740079083377","2191.8740079083377","2191.8740079083377","2189.2710752204157","2189.2710752204157","2189.2710752204157"
"599820","2187.0416291896395","2187.0416291896395","2187.0416291896395","2178.1763834843077","2178.1763834843077","2178.1763834843077","2195.5507657560324","2195.5507657560324","2195.5507657560324"
"600589","2183.175528117709","2183.175528117709","2183.175528117709","2181.474183557549","2181.474183557549","2181.474183557549","2196.5452661625654","2196.5452661625654","2196.5452661625654"
"601358","2194.2457405920104","2194.2457405920104","2194.2457405920104","2182.094184516266","2182.094184516266","2182.094184516266","2191.389416636082","2191.389416636082","2191.389416636082"
"602127","2186.7567854381346","2186.7567854381346","2186.7567854381346","2184.6824802055075","2184.6824802055075","2184.6824802055075","2193.707439762466","2193.707439762466","2193.707439762466"
"602896","2195.54763263506","2195.54763263506","2195.54763263506","2178.0519399619056","2178.0519399619056","2178.0519399619056","2199.271603989058","2199.271603989058","2199.271603989058"
"603665","2183.583286734591","2183.583286734591","2183.583286734591","2189.2293482217215","2189.2293482217215","2189.2293482217215","2196.2834717802225","2196.2834717802225","2196.2834717802225"
"604434","2194.6615118474624","2194.6615118474624","2194.6615118474624","2186.976653934632","2186.976653934632","2186.976653934632","2187.445085316958","2187.445085316958","2187.445085316958"
"605203","2188.8283474686204","2188.8283474686204","2188.8283474686204","2186.5141278968745","2186.5141278968745","2186.5141278968745","2189.537465342349","2189.537465342349","2189.537465342349"
"605972","2178.092817564281","2178.092817564281","2178.092817564281","2183.9848897133165","2183.9848897133165","2183.9848897133165","2194.2901993910627","2194.2901993910627","2194.2901993910627"
"606741","2185.7883082205153","2185.7883082205153","2185.7883082205153","2186.620198612977","2186.620198612977","2186.620198612977","2183.2373296542564","2183.2373296542564","2183.2373296542564"
"607510","2184.8383807462396","2184.8383807462396","2184.8383807462396","2170.7367596974705","2170.7367596974705","2170.7367596974705","2186.9458041842304","2186.9458041842304","2186.9458041842304"
"608279","2177.8802062458553","2177.8802062458553","2177.8802062458553","2187.520662710597","2187.520662710597","2187.520662710597","2177.539220021893","2177.539220021893","2177.539220021893"
"609048","2186.8428064469167","2186.8428064469167","2186.8428064469167","2179.890280155617","2179.890280155617","2179.890280155617","2182.108697499585","2182.108697499585","2182.108697499585"
"609817","2194.197790235521","2194.197790235521","2194.197790235521","2189.8560418112834","2189.8560418112834","2189.8560418112834","2186.2976095373324","2186.2976095373324","2186.2976095373324"
"610586","2178.814033667404","2178.814033667404","2178.814033667404","2191.3528321137123","2191.3528321137123","2191.3528321137123","2194.2763814784034","2194.2763814784034","2194.2763814784034"
"611355","2184.956198200457","2184.956198200457","2184.956198200457","2174.304527057159","2174.304527057159","2174.304527057159","2190.427785942035","2190.427785942035","2190.427785942035"
"612124","2179.018660543259","2179.018660543259","2179.018660543259","2186.911647087401","2186.911647087401","2186.911647087401","2209.09831625529","2209.09831625529","2209.09831625529"
"612893","2196.453112990737","2196.453112990737","2196.453112990737","2179.197208216857","2179.197208216857","2179.197208216857","2187.3260010443532","2187.3260010443532","2187.3260010443532"
"613662","2186.815490567716","2186.815490567716","2186.815490567716","2188.91417499654","2188.91417499654","2188.91417499654","2192.9894810294923","2192.9894810294923","2192.9894810294923"
"614431","2186.756260268243","2186.756260268243","2186.756260268243","2181.3112697325587","2181.3112697325587","2181.3112697325587","2174.9537959252734","2174.9537959252734","2174.9537959252734"
"615200","2176.2115317592215","2176.2115317592215","2176.2115317592215","2182.7847377682688","2182.7847377682688","2182.7847377682688","2197.1363571036677","2197.1363571036677","2197.1363571036677"
"615969","2183.7096873468963","2183.7096873468963","2183.7096873468963","2190.744260116042","2190.744260116042","2190.744260116042","2190.2527793602885","2190.2527793602885","2190.2527793602885"
"616738","2184.405415123011","2184.405415123011","2184.405415123011","2176.7983333040543","2176.7983333040543","2176.7983333040543","2187.3993496150842","2187.3993496150842","2187.3993496150842"
"617507","2176.0991294140385","2176.0991294140385","2176.0991294140385","2189.3442550378154","2189.3442550378154","2189.3442550378154","2184.20869031549","2184.20869031549","2184.20869031549"
"618276","2191.7212371452933","2191.7212371452933","2191.7212371452933","2171.866353396764","2171.866353396764","2171.866353396764","2182.5994348944596","2182.5994348944596","2182.5994348944596"
"619045","2187.103220801652","2187.103220801652","2187.103220801652","2184.678719858731","2184.678719858731","2184.678719858731","2202.972115142432","2202.972115142432","2202.972115142432"
"619814","2181.2842696030593","2181.2842696030593","2181.2842696030593","2202.3776271055954","2202.3776271055954","2202.3776271055954","2197.052451409335","2197.052451409335","2197.052451409335"
"620583","2185.248255654893","2185.248255654893","2185.248255654893","2198.382896585379","2198.382896585379","2198.382896585379","2190.923388900945","2190.923388900945","2190.923388900945"
"621352","2194.1690305381912","2194.1690305381912","2194.1690305381912","2183.198088449551","2183.198088449551","2183.198088449551","2187.767750624714","2187.767750624714","2187.767750624714"
"622121","2194.2971828439713","2194.2971828439713","2194.2971828439713","2181.819648164117","2181.819648164117","2181.819648164117","2190.123225478211","2190.123225478211","2190.123225478211"
"622890","2194.9074896938155","2194.9074896938155","2194.9074896938155","2188.6127898803925","2188.6127898803925","2188.6127898803925","2189.2102577825776","2189.2102577825776","2189.2102577825776"
"623659","2184.0579256229294","2184.0579256229294","2184.0579256229294","2183.9429095889454","2183.9429095889454","2183.9429095889454","2191.8218133988025","2191.8218133988025","2191.8218133988025"
"624428","2191.3336201426464","2191.3336201426464","2191.3336201426464","2174.062639141918","2174.062639141918","2174.062639141918","2187.4536355303767","2187.4536355303767","2187.4536355303767"
"625197","2185.127274093397","2185.127274093397","2185.127274093397","2186.349946933307","2186.349946933307","2186.349946933307","2174.2181310871565","2174.2181310871565","2174.2181310871565"
"625966","2189.470128400806","2189.470128400806","2189.470128400806","2196.3478985979486","2196.3478985979486","2196.3478985979486","2199.3159730039088","2199.3159730039088","2199.3159730039088"
"626735","2181.8002844727107","2181.8002844727107","2181.8002844727107","2184.4968174768924","2184.4968174768924","2184.4968174768924","2193.8965635625045","2193.8965635625045","2193.8965635625045"
"627504","2189.3517514070213","2189.3517514070213","2189.3517514070213","2199.636792154119","2199.636792154119","2199.636792154119","2185.614302056604","2185.614302056604","2185.614302056604"
"628273","2179.213572275695","2179.213572275695","2179.213572275695","2183.5795320493858","2183.5795320493858","2183.5795320493858","2180.2006600581713","2180.2006600581713","2180.2006600581713"
"629042","2183.9900107892645","2183.9900107892645","2183.9900107892645","2184.157765210927","2184.157765210927","2184.157765210927","2182.5744340484425","2182.5744340484425","2182.5744340484425"
"629811","2187.68620154779","2187.68620154779","2187.68620154779","2174.329552434758","2174.329552434758","2174.329552434758","2185.4297241521217","2185.4297241521217","2185.4297241521217"
"630580","2188.827053570787","2188.827053570787","2188.827053570787","2174.079877370559","2174.079877370559","2174.079877370559","2189.3652941473692","2189.3652941473692","2189.3652941473692"
"631349","2178.0486894611704","2178.0486894611704","2178.0486894611704","2187.556768601951","2187.556768601951","2187.556768601951","2175.0979875776075","2175.0979875776075","2175.0979875776075"
"632118","2184.397094639086","2184.397094639086","2184.397094639086","2173.936884030597","2173.936884030597","2173.936884030597","2197.0377790378593","2197.0377790378593","2197.0377790378593"
"632887","2181.0114921099307","2181.0114921099307","2181.0114921099307","2188.77323813143","2188.77323813143","2188.77323813143","2197.5671319505263","2197.5671319505263","2197.5671319505263"
"633656","2179.429281009532","2179.429281009532","2179.429281009532","2184.595717788183","2184.595717788183","2184.595717788183","2193.363173348291","2193.363173348291","2193.363173348291"
"634425","2186.1347914706057","2186.1347914706057","2186.1347914706057","2181.7343959595096","2181.7343959595096","2181.7343959595096","2193.996559769748","2193.996559769748","2193.996559769748"
"635194","2181.594023574183","2181.594023574183","2181.594023574183","2193.177815736151","2193.177815736151","2193.177815736151","2190.76251145525","2190.76251145525","2190.76251145525"
"635963","2188.9404409854374","2188.9404409854374","2188.9404409854374","2192.7098083929322","2192.7098083929322","2192.7098083929322","2195.9465675425936","2195.9465675425936","2195.9465675425936"
"636732","2183.1882344073674","2183.1882344073674","2183.1882344073674","2187.441754371495","2187.441754371495","2187.441754371495","2187.7174293276894","2187.7174293276894","2187.7174293276894"
"637501","2175.8798266621984","2175.8798266621984","2175.8798266621984","2177.4128408941765","2177.4128408941765","2177.4128408941765","2193.0859961380975","2193.0859961380975","2193.0859961380975"
"638270","2182.52425213436","2182.52425213436","2182.52425213436","2187.490716246507","2187.490716246507","2187.490716246507","2201.0572879137953","2201.0572879137953","2201.0572879137953"
"639039","2180.1649137911736","2180.1649137911736","2180.1649137911736","2189.333052389256","2189.333052389256","2189.333052389256","2189.3174289484955","2189.3174289484955","2189.3174289484955"
"639808","2171.762373797216","2171.762373797216","2171.762373797216","2183.6192523185546","2183.6192523185546","2183.6192523185546","2170.7741807328734","2170.7741807328734","2170.7741807328734"
"640577","2184.2749005793758","2184.2749005793758","2184.2749005793758","2190.5137147140163","2190.5137147140163","2190.5137147140163","2186.981624756851","2186.981624756851","2186.981624756851"
"641346","2191.3088572253455","2191.3088572253455","2191.3088572253455","2189.34586447654","2189.34586447654","2189.34586447654","2179.359739492073","2179.359739492073","2179.359739492073"
"642115","2177.916800841513","2177.916800841513","2177.916800841513","2180.3426733391916","2180.3426733391916","2180.3426733391916","2187.028935163888","2187.028935163888","2187.028935163888"
"642884","2185.4057940655825","2185.4057940655825","2185.4057940655825","2187.6429585284995","2187.6429585284995","2187.6429585284995","2192.8551180378117","2192.8551180378117","2192.8551180378117"
"643653","2182.7679566147694","2182.7679566147694","2182.7679566147694","2186.0414655547493","2186.0414655547493","2186.0414655547493","2185.170144285086","2185.170144285086","2185.170144285086"
"644422","2190.945697862476","2190.945697862476","2190.945697862476","2189.306324622062","2189.306324622062","2189.306324622062","2193.628440946352","2193.628440946352","2193.628440946352"
"645191","2185.1895281265056","2185.1895281265056","2185.1895281265056","2197.899525441001","2197.899525441001","2197.899525441001","2192.2048907140515","2192.2048907140515","2192.2048907140515"
"645960","2184.849625071073","2184.849625071073","2184.849625071073","2185.1979223122635","2185.1979223122635","2185.1979223122635","2184.693150275149","2184.693150275149","2184.693150275149"
"646729","2178.9315954816066","2178.9315954816066","2178.9315954816066","2182.7402455561396","2182.7402455561396","2182.7402455561396","2192.5121731206364","2192.5121731206364","2192.5121731206364"
"647498","2191.6461136247135","2191.6461136247135","2191.6461136247135","2182.1833956987152","2182.1833956987152","2182.1833956987152","2197.3393623188936","2197.3393623188936","2197.3393623188936"
"648267","2186.961486164892","2186.961486164892","2186.961486164892","2194.862473757104","2194.862473757104","2194.862473757104","2177.5950940064745","2177.5950940064745","2177.5950940064745"
"649036","2187.933846111102","2187.933846111102","2187.933846111102","2181.2387854655894","2181.2387854655894","2181.2387854655894","2193.464702054653","2193.464702054653","2193.464702054653"
"649805","2188.208670548424","2188.208670548424","2188.208670548424","2184.588181787106","2184.588181787106","2184.588181787106","2205.1246419090735","2205.1246419090735","2205.1246419090735"
"650574","2189.0658408130125","2189.0658408130125","2189.0658408130125","2182.7622419189343","2182.7622419189343","2182.7622419189343","2189.2009654697763","2189.2009654697763","2189.2009654697763"
"651343","2180.658542219293","2180.658542219293","2180.658542219293","2196.8842244442303","2196.8842244442303","2196.8842244442303","2180.930598840945","2180.930598840945","2180.930598840945"
"652112","2187.7947571251443","2187.7947571251443","2187.7947571251443","2195.4466423466433","2195.4466423466433","2195.4466423466433","2185.1264329989694","2185.1264329989694","2185.1264329989694"
"652881","2191.2548226510125","2191.2548226510125","2191.2548226510125","2186.7033239049497","2186.7033239049497","2186.7033239049497","2200.3550527584234","2200.3550527584234","2200.3550527584234"
"653650","2187.1339952591443","2187.1339952591443","2187.1339952591443","2169.9350601177234","2169.9350601177234","2169.9350601177234","2200.0113389655735","2200.0113389655735","2200.0113389655735"
"654419","2189.385372429935","2189.385372429935","2189.385372429935","2180.8483653391427","2180.8483653391427","2180.8483653391427","2187.8937230492847","2187.8937230492847","2187.8937230492847"
"655188","2184.5134699613177","2184.5134699613177","2184.5134699613177","2184.6212327152843","2184.6212327152843","2184.6212327152843","2190.443366073018","2190.443366073018","2190.443366073018"
"655957","2175.453071931573","2175.453071931573","2175.453071931573","2189.6804137932627","2189.6804137932627","2189.6804137932627","2185.5798433609557","2185.5798433609557","2185.5798433609557"
"656726","2184.758147803163","2184.758147803163","2184.758147803163","2185.2709375136997","2185.2709375136997","2185.2709375136997","2182.422500550289","2182.422500550289","2182.422500550289"
"657495","2177.393220709478","2177.393220709478","2177.393220709478","2189.657230210478","2189.657230210478","2189.657230210478","2184.946799360012","2184.946799360012","2184.946799360012"
"658264","2175.8415562448613","2175.8415562448613","2175.8415562448613","2170.61258090873","2170.61258090873","2170.61258090873","2190.219742587743","2190.219742587743","2190.219742587743"
"659033","2182.3726536758086","2182.3726536758086","2182.3726536758086","2175.5844914626564","2175.5844914626564","2175.5844914626564","2184.823310099796","2184.823310099796","2184.823310099796"
"659802","2189.2112238493273","2189.2112238493273","2189.2112238493273","2175.3772646002817","2175.3772646002817","2175.3772646002817","2183.765814027618","2183.765814027618","2183.765814027618"
"660571","2187.532447491294","2187.532447491294","2187.532447491294","2188.0931414728775","2188.0931414728775","2188.0931414728775","2196.6790921172264","2196.6790921172264","2196.6790921172264"
"661340","2189.1356509068182","2189.1356509068182","2189.1356509068182","2193.8853556773474","2193.8853556773474","2193.8853556773474","2192.1603650670622","2192.1603650670622","2192.1603650670622"
"662109","2181.784187145488","2181.784187145488","2181.784187145488","2188.0964233727846","2188.0964233727846","2188.0964233727846","2195.489929941766","2195.489929941766","2195.489929941766"
"662878","2189.5697110334995","2189.5697110334995","2189.5697110334995","2191.528053066847","2191.528053066847","2191.528053066847","2197.0874140211067","2197.0874140211067","2197.0874140211067"
"663647","2178.560975439306","2178.560975439306","2178.560975439306","2185.367199571438","2185.367199571438","2185.367199571438","2192.1586200803954","2192.1586200803954","2192.1586200803954"
"664416","2179.9248902363242","2179.9248902363242","2179.9248902363242","2189.3242120262757","2189.3242120262757","2189.3242120262757","2194.430027479254","2194.430027479254","2194.430027479254"
"665185","2190.605554455936","2190.605554455936","2190.605554455936","2179.1987301865597","2179.1987301865597","2179.1987301865597","2190.6814797647867","2190.6814797647867","2190.6814797647867"
"665954","2192.2946440000096","2192.2946440000096","2192.2946440000096","2196.248050631005","2196.248050631005","2196.248050631005","2189.832360077053","2189.832360077053","2189.832360077053"
"666723","2189.6889581926434","2189.6889581926434","2189.6889581926434","2186.188040502957","2186.188040502957","2186.188040502957","2187.7212222264807","2187.7212222264807","2187.7212222264807"
"667492","2180.018141018856","2180.018141018856","2180.018141018856","2187.3686856960003","2187.3686856960003","2187.3686856960003","2196.1178963416146","2196.1178963416146","2196.1178963416146"
"668261","2178.6575411067142","2178.6575411067142","2178.6575411067142","2183.974223619179","2183.974223619179","2183.974223619179","2195.0823447334637","2195.0823447334637","2195.0823447334637"
"669030","2174.528654836914","2174.528654836914","2174.528654836914","2185.5768146252026","2185.5768146252026","2185.5768146252026","2191.971888025481","2191.971888025481","2191.971888025481"
"669799","2181.983420503769","2181.983420503769","2181.983420503769","2185.7801331937903","2185.7801331937903","2185.7801331937903","2189.831975131932","2189.831975131932","2189.831975131932"
"670568","2182.7572052424675","2182.7572052424675","2182.7572052424675","2189.949336023259","2189.949336023259","2189.949336023259","2183.810226309278","2183.810226309278","2183.810226309278"
"671337","2197.0071596796356","2197.0071596796356","2197.0071596796356","2184.1435029169347","2184.1435029169347","2184.1435029169347","2178.3133372345355","2178.3133372345355","2178.3133372345355"
"672106","2190.109352965809","2190.109352965809","2190.109352965809","2189.133586689552","2189.133586689552","2189.133586689552","2200.438634506328","2200.438634506328","2200.438634506328"
"672875","2163.445192184207","2163.445192184207","2163.445192184207","2195.910060749207","2195.910060749207","2195.910060749207","2190.483939916609","2190.483939916609","2190.483939916609"
"673644","2177.642559427851","2177.642559427851","2177.642559427851","2195.219027026212","2195.219027026212","2195.219027026212","2194.831690113152","2194.831690113152","2194.831690113152"
"674413","2190.872433630088","2190.872433630088","2190.872433630088","2183.763842306764","2183.763842306764","2183.763842306764","2182.2523527600506","2182.2523527600506","2182.2523527600506"
"675182","2190.1454877673204","2190.1454877673204","2190.1454877673204","2185.4279806095487","2185.4279806095487","2185.4279806095487","2189.442169338229","2189.442169338229","2189.442169338229"
"675951","2184.680238240097","2184.680238240097","2184.680238240097","2194.3583679778862","2194.3583679778862","2194.3583679778862","2190.9415941187317","2190.9415941187317","2190.9415941187317"
"676720","2182.808793546781","2182.808793546781","2182.808793546781","2193.637561432371","2193.637561432371","2193.637561432371","2195.824931926193","2195.824931926193","2195.824931926193"
"677489","2195.664346118678","2195.664346118678","2195.664346118678","2181.6556434381205","2181.6556434381205","2181.6556434381205","2202.000099797273","2202.000099797273","2202.000099797273"
"678258","2179.957948589793","2179.957948589793","2179.957948589793","2185.503146859471","2185.503146859471","2185.503146859471","2181.413253582625","2181.413253582625","2181.413253582625"
"679027","2192.2605693225323","2192.2605693225323","2192.2605693225323","2185.6121043613434","2185.6121043613434","2185.6121043613434","2189.0379090028687","2189.0379090028687","2189.0379090028687"
"679796","2185.0797920827777","2185.0797920827777","2185.0797920827777","2188.225944770757","2188.225944770757","2188.225944770757","2177.530826951305","2177.530826951305","2177.530826951305"
"680565","2186.8095458818884","2186.8095458818884","2186.8095458818884","2178.255977394639","2178.255977394639","2178.255977394639","2191.243300547629","2191.243300547629","2191.243300547629"
"681334","2184.925594900707","2184.925594900707","2184.925594900707","2187.8491569426415","2187.8491569426415","2187.8491569426415","2192.7066987632807","2192.7066987632807","2192.7066987632807"
"682103","2191.0748802850426","2191.0748802850426","2191.0748802850426","2191.7973120247257","2191.7973120247257","2191.7973120247257","2184.0432782374055","2184.0432782374055","2184.0432782374055"
"682872","2187.330322897688","2187.330322897688","2187.330322897688","2185.315981148467","2185.315981148467","2185.315981148467","2196.6266370448143","2196.6266370448143","2196.6266370448143"
"683641","2186.1706985079104","2186.1706985079104","2186.1706985079104","2186.2709088495562","2186.2709088495562","2186.2709088495562","2193.1525191123455","2193.1525191123455","2193.1525191123455"
"684410","2189.0604315621736","2189.0604315621736","2189.0604315621736","2161.3852007065075","2161.3852007065075","2161.3852007065075","2191.1118463946755","2191.1118463946755","2191.1118463946755"
"685179","2177.354781581498","2177.354781581498","2177.354781581498","2181.0702815032873","2181.0702815032873","2181.0702815032873","2199.958467598881","2199.958467598881","2199.958467598881"
"685948","2186.5465569433004","2186.5465569433004","2186.5465569433004","2187.212917373085","2187.212917373085","2187.212917373085","2192.8692819679763","2192.8692819679763","2192.8692819679763"
"686717","2177.7012003346163","2177.7012003346163","2177.7012003346163","2172.852896849077","2172.852896849077","2172.852896849077","2187.4019561024693","2187.4019561024693","2187.4019561024693"
"687486","2182.41286247973","2182.41286247973","2182.41286247973","2192.860533547337","2192.860533547337","2192.860533547337","2192.3445129192714","2192.3445129192714","2192.3445129192714"
"688255","2187.980513133158","2187.980513133158","2187.980513133158","2179.7037951459774","2179.7037951459774","2179.7037951459774","2190.9627641741267","2190.9627641741267","2190.9627641741267"
"689024","2188.1398135740383","2188.1398135740383","2188.1398135740383","2177.9116038959587","2177.9116038959587","2177.9116038959587","2194.530934105131","2194.530934105131","2194.530934105131"
"689793","2186.223316015198","2186.223316015198","2186.223316015198","2193.402871077453","2193.402871077453","2193.402871077453","2188.87191806651","2188.87191806651","2188.87191806651"
"690562","2185.7340074739172","2185.7340074739172","2185.7340074739172","2191.9879679026485","2191.9879679026485","2191.9879679026485","2198.700937844445","2198.700937844445","2198.700937844445"
"691331","2182.350715596493","2182.350715596493","2182.350715596493","2174.2272629928957","2174.2272629928957","2174.2272629928957","2187.902028884444","2187.902028884444","2187.902028884444"
"692100","2181.0364019896642","2181.0364019896642","2181.0364019896642","2186.732277163948","2186.732277163948","2186.732277163948","2198.473283246738","2198.473283246738","2198.473283246738"
"692869","2187.3615008398588","2187.3615008398588","2187.3615008398588","2188.719298597446","2188.719298597446","2188.719298597446","2201.7660951571547","2201.7660951571547","2201.7660951571547"
"693638","2188.647565669669","2188.647565669669","2188.647565669669","2182.5303152964666","2182.5303152964666","2182.5303152964666","2191.976587816297","2191.976587816297","2191.976587816297"
"694407","2184.7611541410497","2184.7611541410497","2184.7611541410497","2190.5779330639693","2190.5779330639693","2190.5779330639693","2183.9562768709125","2183.9562768709125","2183.9562768709125"
"695176","2175.661710043093","2175.661710043093","2175.661710043093","2180.0642712403014","2180.0642712403014","2180.0642712403014","2197.048735482324","2197.048735482324","2197.048735482324"
"695945","2187.603134446027","2187.603134446027","2187.603134446027","2184.068576336953","2184.068576336953","2184.068576336953","2187.8825453242553","2187.8825453242553","2187.8825453242553"
"696714","2170.5044550025136","2170.5044550025136","2170.5044550025136","2182.2774831962283","2182.2774831962283","2182.2774831962283","2183.9729120441057","2183.9729120441057","2183.9729120441057"
"697483","2194.971964130341","2194.971964130341","2194.971964130341","2182.429032524618","2182.429032524618","2182.429032524618","2198.7252469226","2198.7252469226","2198.7252469226"
"698252","2178.982866596594","2178.982866596594","2178.982866596594","2177.4251827283306","2177.4251827283306","2177.4251827283306","2194.559050494794","2194.559050494794","2194.559050494794"
"699021","2187.205223050958","2187.205223050958","2187.205223050958","2181.090993223242","2181.090993223242","2181.090993223242","2186.837620614743","2186.837620614743","2186.837620614743"
"699790","2183.935337286457","2183.935337286457","2183.935337286457","2197.989330272425","2197.989330272425","2197.989330272425","2199.4733439426536","2199.4733439426536","2199.4733439426536"
"700559","2189.815316997252","2189.815316997252","2189.815316997252","2191.79152333091","2191.79152333091","2191.79152333091","2199.426857505874","2199.426857505874","2199.426857505874"
"701328","2180.7600602084817","2180.7600602084817","2180.7600602084817","2186.012188180881","2186.012188180881","2186.012188180881","2190.519487963766","2190.519487963766","2190.519487963766"
"702097","2179.8873634273805","2179.8873634273805","2179.8873634273805","2180.2788368733977","2180.2788368733977","2180.2788368733977","2193.615537311739","2193.615537311739","2193.615537311739"
"702866","2181.7816473595663","2181.7816473595663","2181.7816473595663","2179.1267362442077","2179.1267362442077","2179.1267362442077","2194.247145956568","2194.247145956568","2194.247145956568"
"703635","2191.651919532543","2191.651919532543","2191.651919532543","2178.1067071501266","2178.1067071501266","2178.1067071501266","2176.849699680302","2176.849699680302","2176.849699680302"
"704404","2182.80093505943","2182.80093505943","2182.80093505943","2196.107114120764","2196.107114120764","2196.107114120764","2199.4286113424746","2199.4286113424746","2199.4286113424746"
"705173","2190.963915557084","2190.963915557084","2190.963915557084","2187.417740830135","2187.417740830135","2187.417740830135","2203.2810181199147","2203.2810181199147","2203.2810181199147"
"705942","2197.290601900413","2197.290601900413","2197.290601900413","2185.343918148156","2185.343918148156","2185.343918148156","2192.595136103771","2192.595136103771","2192.595136103771"
"706711","2192.3883340008233","2192.3883340008233","2192.3883340008233","2194.06441461407","2194.06441461407","2194.06441461407","2187.6442061577495","2187.6442061577495","2187.6442061577495"
"707480","2180.4032421104325","2180.4032421104325","2180.4032421104325","2188.2547427949517","2188.2547427949517","2188.2547427949517","2196.457324900529","2196.457324900529","2196.457324900529"
"708249","2185.873266515013","2185.873266515013","2185.873266515013","2180.644910464922","2180.644910464922","2180.644910464922","2193.4874896176934","2193.4874896176934","2193.4874896176934"
"709018","2191.0200010690455","2191.0200010690455","2191.0200010690455","2184.728777763441","2184.728777763441","2184.728777763441","2186.8749238256487","2186.8749238256487","2186.8749238256487"
"709787","2181.125604569498","2181.125604569498","2181.125604569498","2187.676469870294","2187.676469870294","2187.676469870294","2204.235104705168","2204.235104705168","2204.235104705168"
"710556","2181.0837814615725","2181.0837814615725","2181.0837814615725","2188.7276777897546","2188.7276777897546","2188.7276777897546","2182.7635289863993","2182.7635289863993","2182.7635289863993"
"711325","2182.822067403769","2182.822067403769","2182.822067403769","2173.0986819176806","2173.0986819176806","2173.0986819176806","2185.217501447584","2185.217501447584","2185.217501447584"
"712094","2182.4861916896316","2182.4861916896316","2182.4861916896316","2184.2751021860067","2184.2751021860067","2184.2751021860067","2194.7761008980365","2194.7761008980365","2194.7761008980365"
"712863","2189.4416442348515","2189.4416442348515","2189.4416442348515","2183.287016307702","2183.287016307702","2183.287016307702","2183.3016743215812","2183.3016743215812","2183.3016743215812"
"713632","2181.249659596558","2181.249659596558","2181.249659596558","2198.2228520607864","2198.2228520607864","2198.2228520607864","2186.3523776154548","2186.3523776154548","2186.3523776154548"
"714401","2182.9524463029934","2182.9524463029934","2182.9524463029934","2176.272939971694","2176.272939971694","2176.272939971694","2198.0358567879134","2198.0358567879134","2198.0358567879134"
